"waluta","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Generacja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Spalanie W Mieœcie","Typ nadwozia","Emisja CO2","Liczba drzwi","Liczba miejsc","Kolor","Rodzaj koloru","VAT mar¿a","Kraj pochodzenia","Bezwypadkowy","Serwisowany w ASO","Stan","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Op³ata pocz¹tkowa","Miesiêczna rata","Liczba pozosta³ych rat","Okres gwarancji producenta","Wartoœæ wykupu","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Spalanie W Cyklu Mieszanym","Spalanie Poza Miastem","Homologacja ciê¿arowa","Gwarancja dealerska (w cenie)","Zarejestrowany jako zabytek","lub do (przebieg km)","Uszkodzony","Kierownica po prawej (Anglik)","Tuning"
"PLN","50 900","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","B8 (2007-2015)","2012","212 000 km","1 968 cm3","Diesel","177 KM","Manualna","Na przednie ko³a","6 l/100km","Kombi","126 g/km","5","5","Srebrny","Metalik","Tak","Niemcy",NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","99 500","Firmy","Osobowe","Audi","A6","Avant 3.0 TDI DPF quattro tiptronic","C7 (2011-2018)","2012","240 000 km","2 967 cm3","Diesel","313 KM","Automatyczna","4x4 (sta³y)","8 l/100km","Kombi","166 g/km","5","5","Bia³y","Per³owy","Tak",NA,NA,"Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","18 900","Osoby prywatnej","Osobowe","Audi","A6","2.4","C5 (1997-2004)","2004","240 000 km","2 393 cm3","Benzyna","177 KM","Manualna","4x4 (sta³y)","14 l/100km","Kombi",NA,"4","5","Czarny",NA,"Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","31 500","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","B8 (2007-2015)","2008","267 000 km","1 968 cm3","Diesel","143 KM","Manualna","Na przednie ko³a","7 l/100km","Kombi",NA,"5","5","Czarny","Per³owy",NA,"Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"05/08/2018","null","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","60 000","Firmy","Osobowe","Audi","Q5",NA,"8R (2008-2016)","2011","177 079 km","1 984 cm3","Benzyna","211 KM","Manualna","4x4 (do³¹czany automatycznie)",NA,"SUV",NA,"5","5","Srebrny","Metalik",NA,NA,"Tak","Tak","U¿ywane","Tak",NA,"Tak",NA,"357 PLN",NA,NA,NA,"25/02/2011",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","17 900","Firmy","Osobowe","Audi","A4","Avant 2.0 TDI",NA,"2005","324 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","7 l/100km","Kombi",NA,"5","5","Srebrny","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","29 999","Firmy","Osobowe","Audi","A3",NA,"8P (2003-2012)","2009","233 478 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","7 l/100km","Kompakt",NA,"5","5","Niebieski","Per³owy","Tak",NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","92 500","Osoby prywatnej","Osobowe","Audi","Q7","3.0 TFSI quattro tiptronic","I (2005-2015)","2015","130 000 km","2 995 cm3","Benzyna","333 KM","Automatyczna","4x4 (sta³y)","9,40 l/100km","SUV","249 g/km","5","7","Czarny","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"05/01/2015","POS6992C","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","115 000","Osoby prywatnej","Osobowe","Audi","Q5",NA,"8R (2008-2016)","2017","67 000 km","1 984 cm3","Benzyna","224 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","169 g/km","5","5","Czarny","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","130 000","Firmy","Osobowe","Audi","A6",NA,NA,"2018","30 000 km","2 995 cm3","Benzyna","340 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan",NA,"4",NA,"Szary",NA,NA,"Stany Zjednoczone",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","25 000","Osoby prywatnej","Osobowe","Audi","A6","3.0 TDI Quattro Tiptronic","C6 (2004-2011)","2007","286 000 km","2 967 cm3","Diesel","233 KM","Automatyczna","4x4 (sta³y)","11 l/100km","Kombi",NA,"5","5","Czarny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","29 000","Osoby prywatnej","Osobowe","Audi","A4",NA,NA,"2008","277 000 km","1 968 cm3","Diesel","136 KM","Manualna","Na przednie ko³a",NA,"Kombi",NA,"5","5","Szary","Per³owy",NA,"Belgia",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","206 753","Firmy","Osobowe","Audi","Q3",NA,NA,"2021",NA,"1 984 cm3","Benzyna",NA,NA,NA,NA,"SUV",NA,NA,NA,"Szary",NA,NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","249 900","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2020","25 226 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi",NA,"5","5","Szary","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","69 000","Firmy","Osobowe","Audi","A6 Allroad","quattro 3.0 TDI S tronic DPF","C7 (2012-)","2014","124 000 km","2 967 cm3","Diesel","217 KM","Automatyczna","4x4 (sta³y)","6,50 l/100km","Kombi","145 g/km","5","5","Srebrny",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","49 900","Osoby prywatnej","Osobowe","Audi","A4 Allroad","quattro 3.0 TDI DPF S tronic",NA,"2010","274 056 km","2 967 cm3","Diesel","240 KM","Automatyczna","4x4 (sta³y)","8,70 l/100km","Kombi",NA,"5","5","Inny kolor",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"28/04/2010","null","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","262 974","Firmy","Osobowe","Audi","Q5","40 TDI Quattro S tronic","FY (2017-)","2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)","6,10 l/100km","SUV","139 g/km","5","5","Szary","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","244 287","Firmy","Osobowe","Audi","Q5","40 TDI mHEV Quattro Advanced S tronic","FY (2017-)","2021","5 km","1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (sta³y)","6 l/100km","SUV","139 g/km","5","5","Niebieski","Metalik",NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","379 000","Osoby prywatnej","Osobowe","Audi","A7","50 TDI quattro tiptronic","C8 (2018-)","2019","6 900 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (sta³y)","6 l/100km","Sedan","143 g/km","5","4","Czarny","Metalik",NA,NA,NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"31/07/2019","K9DEBEX","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","58 000","Osoby prywatnej","Osobowe","Audi","A3","1.6 TDI Sportback S tronic","8V (2012-)","2016","142 000 km","1 598 cm3","Diesel","110 KM","Automatyczna","Na przednie ko³a","4,40 l/100km","Kompakt","102 g/km","5","5","Szary","Metalik",NA,"Francja",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","135 000","Osoby prywatnej","Osobowe","Audi","Q7","4.2 TDI DPF quattro tiptronic","I (2005-2015)","2014","150 000 km","4 134 cm3","Diesel","340 KM","Automatyczna","4x4 (sta³y)","12 l/100km","SUV","242 g/km","5","5","Br¹zowy","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","51 999","Osoby prywatnej","Osobowe","Audi","A6","Avant 3.0 TDI DPF quattro S tronic","C7 (2011-2018)","2011","331 000 km","2 967 cm3","Diesel","245 KM","Automatyczna","4x4 (do³¹czany automatycznie)","7,20 l/100km","Kombi",NA,"5","5","Szary",NA,NA,"Niemcy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"25/07/2011",NA,"Tak",NA,"Tak","8 l/100km",NA,NA,NA,NA,NA,NA,NA,NA
"PLN","11 800","Osoby prywatnej","Osobowe","Audi","A3",NA,"8P (2003-2012)","2004","205 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie",NA,"3","4","Srebrny","Metalik",NA,NA,"Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"23/11/2004",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","58 000","Osoby prywatnej","Osobowe","Audi","A6","Avant 2.0 TDI DPF","C7 (2011-2018)","2012","243 000 km","1 968 cm3","Diesel","177 KM","Manualna","Na przednie ko³a","6,10 l/100km","Kombi","132 g/km","5","5","Szary","Metalik",NA,"Belgia","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"10/05/2012",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","139 999","Osoby prywatnej","Osobowe","Audi","A5","Sportback 2.0 TFSI S tronic","F5 (2016-)","2017","9 500 km","1 984 cm3","Benzyna","190 KM","Automatyczna","Na przednie ko³a","6,80 l/100km","Coupe",NA,"5","5","Niebieski","Per³owy",NA,"Polska","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","189 000","Firmy","Osobowe","Audi","A6","Avant 45 TDI quattro tiptronic","C8 (2018-)","2019","94 500 km","2 967 cm3","Diesel","231 KM","Automatyczna","4x4 (sta³y)","6,20 l/100km","Kombi",NA,"5","5","Z³oty","Metalik",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","299 000","Osoby prywatnej","Osobowe","Audi","Q7","3.0 TDI quattro tiptronic","II (2015-)","2018","119 000 km","2 967 cm3","Diesel","272 KM","Automatyczna","4x4 (sta³y)","6,30 l/100km","SUV","154 g/km","5","7","Szary","Metalik",NA,"Polska","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,"01/06/2018","LUB44484","Tak","Tak",NA,NA,NA,NA,NA,NA,"150 000 km",NA,NA,NA
"PLN","24 900","Firmy","Osobowe","Audi","A6",NA,"C6 (2004-2011)","2006","230 000 km","3 000 cm3","Diesel","225 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"4","5","Szary","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","49 999","Osoby prywatnej","Osobowe","Audi","Q7","3.0 TDI Quattro Tiptronic","I (2005-2015)","2007","169 000 km","2 967 cm3","Diesel","233 KM","Automatyczna","4x4 (sta³y)","14 l/100km","SUV","282 g/km","5","5","Inny kolor","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,"01/10/2007","PO2NJ13","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","342 245","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2021",NA,"1 968 cm3","Diesel","204 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"4","5","Czarny",NA,NA,"Polska","Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","124 000","Osoby prywatnej","Osobowe","Audi","A8","4.2 TDI clean diesel Quattro","D4 (2010-)","2013","293 000 km","4 134 cm3","Diesel","385 KM","Automatyczna","4x4 (sta³y)","9 l/100km","Sedan",NA,"4","5","Czarny","Metalik","Tak",NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"xxxxxxx","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","52 500","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 TDI ultra DPF","B8 (2007-2015)","2015","221 020 km","1 968 cm3","Diesel","136 KM","Manualna","Na przednie ko³a","4,90 l/100km","Kombi","109 g/km","5","5","Czarny","Metalik","Tak","Belgia",NA,NA,"U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,20 l/100km","3.8 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","42 500","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI Multitronic","B8 (2007-2015)","2012","252 723 km","1 968 cm3","Diesel","143 KM","Automatyczna","Na przednie ko³a","5 l/100km","Kombi","159 g/km","5","5","Inny kolor",NA,NA,"Niemcy","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"04/10/2012","ZGY38139","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","254 900","Firmy","Osobowe","Audi","A6",NA,NA,"2018","61 300 km","3 000 cm3","Benzyna","340 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"4","5","Szary","Metalik",NA,NA,"Tak","Tak","U¿ywane","Tak","Tak",NA,NA,NA,NA,NA,NA,"01/06/2018",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","17 500","Osoby prywatnej","Osobowe","Audi","A3","2.0 TDI Attraction","8P (2003-2012)","2004","258 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","7 l/100km","Kompakt",NA,"5","5","Br¹zowy","Per³owy",NA,"Francja","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"01/01/2004","TK1067R","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","28 500","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI","B8 (2007-2015)","2009","299 000 km","1 968 cm3","Diesel","143 KM","Manualna","Na przednie ko³a",NA,"Kombi","149 g/km","5","5","Czarny",NA,NA,NA,NA,"Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009","WGM82865","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","37 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.0 TDI DPF","B8 (2007-2015)","2009","248 000 km","1 968 cm3","Diesel","143 KM","Manualna","Na przednie ko³a","6,40 l/100km","Kombi","135 g/km","5","5","Czarny","Per³owy",NA,NA,"Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"09/02/2009","GPU1EW3","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","51 000","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI Quattro","B8 (2007-2015)","2012","225 000 km","1 968 cm3","Diesel","177 KM","Manualna","4x4 (sta³y)","6 l/100km","Kombi","139 g/km","5","5","Czarny","Per³owy",NA,"Niemcy",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2015","DJ74656","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","18 900","Osoby prywatnej","Osobowe","Audi","A4","2.0 TDI",NA,"2008","412 000 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","7 l/100km","Kombi",NA,"5","5","Szary","Per³owy",NA,"Niemcy","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"27/02/2008","Dlu90186","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","816 900","Firmy","Osobowe","Audi","RS6","TFSI mHEV Quattro Tiptronic",NA,"2021","20 km","3 996 cm3","Benzyna","600 KM","Automatyczna","4x4 (sta³y)","16 l/100km","Kombi","263 g/km","5","5","Szary","Matowy",NA,NA,"Tak",NA,"Nowe","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","63 900","Osoby prywatnej","Osobowe","Audi","A4 Allroad","3.0 TDI Quattro S tronic",NA,"2013","260 000 km","2 967 cm3","Diesel","245 KM","Automatyczna","4x4 (sta³y)","7 l/100km","Kombi","161 g/km","5","5","Br¹zowy","Metalik",NA,NA,"Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"29/04/2013","CWL15074","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","39 900","Firmy","Osobowe","Audi","A4","2.0 TDI Quattro","B8 (2007-2015)","2010","218 000 km","1 968 cm3","Diesel","143 KM","Manualna","4x4 (sta³y)","6 l/100km","Kombi","162 g/km","5","5","Z³oty","Metalik","Tak","Szwecja","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,"24/03/2010","RAO991",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","21 999","Osoby prywatnej","Osobowe","Audi","A6",NA,"C6 (2004-2011)","2009","353 000 km","2 698 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a","9 l/100km","Kombi","172 g/km","5","5","Srebrny","Metalik",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PKS33162","Tak",NA,NA,NA,"55 l/100km",NA,NA,NA,NA,NA,NA,NA
"PLN","184 000","Firmy","Osobowe","Audi","Q3",NA,NA,"2020","27 356 km","1 500 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"SUV",NA,"5","5","Bia³y","Metalik",NA,NA,"Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","128 900","Firmy","Osobowe","Audi","A6",NA,"C7 (2011-2018)","2017","146 600 km","2 000 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a",NA,"Sedan",NA,"4","5","Bia³y",NA,NA,"Polska",NA,"Tak","U¿ywane",NA,"Tak","Tak",NA,"1 822 PLN",NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","34 900","Osoby prywatnej","Osobowe","Audi","A3","2.0 TDI Sportback DPF quattro","8P (2003-2012)","2010","202 000 km","1 968 cm3","Diesel","140 KM","Manualna","4x4 (sta³y)","6,30 l/100km","Kompakt","129 g/km","5","5","Bia³y","Per³owy",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","24 900","Firmy","Osobowe","Audi","A3","1.8 TFSI Ambition",NA,"2008","160 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","8 l/100km","Auta miejskie",NA,"2","5","Srebrny","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","40 000","Osoby prywatnej","Osobowe","Audi","A5","2.0 TFSI quattro",NA,"2010","150 000 km","1 984 cm3","Benzyna","211 KM","Automatyczna",NA,NA,"Coupe",NA,"2","4","Czarny",NA,NA,"Stany Zjednoczone",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"150 000 km",NA,NA,NA
"PLN","11 900","Osoby prywatnej","Osobowe","Audi","A4","Avant 2.4 Multitronic","B6 (2000-2004)","2004","245 000 km","2 393 cm3","Benzyna","170 KM","Automatyczna","Na przednie ko³a","11 l/100km","Kombi",NA,"5","5","Niebieski","Metalik",NA,"Szwajcaria","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","8 900","Osoby prywatnej","Osobowe","Audi","A3",NA,"8L (1996-2003)","2003","125 000 km","1 781 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,"3","5","Niebieski","Metalik",NA,"Szwajcaria","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","299 900","Firmy","Osobowe","Audi","A6",NA,"C8 (2018-)","2020","33 623 km","2 967 cm3","Diesel","286 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi",NA,"5","5","Srebrny","Metalik",NA,"Polska","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","8 900","Firmy","Osobowe","Audi","A6",NA,"C6 (2004-2011)","2006","403 456 km","2 698 cm3","Diesel","180 KM","Automatyczna","4x4 (sta³y)",NA,"Kombi",NA,"5","5","Srebrny","Metalik","Tak",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA
"PLN","164 900","Firmy","Osobowe","Audi","A5","Sportback 2.0 TDI quattro S tronic","F5 (2016-)","2017","85 915 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (sta³y)","5,30 l/100km","Coupe","121 g/km","5","4","Szary","Metalik",NA,"Niemcy","Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"07/02/2018",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","339 750","Firmy","Osobowe","Audi","A7",NA,"C8 (2018-)","2018","77 058 km","3 000 cm3","Diesel","286 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Sedan",NA,"5","5","Czarny","Metalik",NA,NA,"Tak","Tak","U¿ywane","Tak","Tak","Tak",NA,NA,NA,NA,NA,"28/03/2019",NA,"Tak","Tak","Tak",NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,NA
"PLN","189 100","Firmy","Osobowe","Audi","A4",NA,"B9 (2015-)","2022","5 km","1 984 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a","7 l/100km","Kombi","131 g/km","5","5","Bia³y",NA,NA,NA,"Tak",NA,"Nowe","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLN","74 900","Firmy","Osobowe","Audi","A4","Avant 2.0 TDI ultra","B9 (2015-)","2017","203 499 km","1 968 cm3","Diesel","190 KM","Manualna","Na przednie ko³a","4,90 l/100km","Kombi","104 g/km","5","5","Inny kolor","Metalik","Tak","Niemcy","Tak","Tak","U¿ywane","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
